month,author,confidence,paper_summary,summary_of_strengths,summary_of_weaknesses,"comments,_suggestions_and_typos",overall_assessment,datasets,software,author_identity_guess,missed_assignments,count
2022- 01-01,Dmitriy Alexandrov,4.0,635.0,218.0,632.3333333333334,546.3333333333334,2.6666666666666665,2.6666666666666665,1.6666666666666667,1.0,0.0,No. of papers: 3
2022- 01-01,Dmitry Ilvovsky,4.0,307.0,162.5,619.75,788.25,2.375,2.25,1.75,1.0,0.0,No. of papers: 4
2022- 01-01,Do June Min,3.6666666666666665,719.3333333333334,571.6666666666666,1236.0,472.3333333333333,3.5,2.0,1.0,1.0,0.0,No. of papers: 3
2022- 01-01,Domenic Donato,4.0,615.75,524.25,751.25,418.0,2.5,1.75,1.75,1.0,0.0,No. of papers: 4
2022- 01-01,Donald Metzler,4.0,915.0,356.0,49.0,1706.0,4.0,1.0,1.0,3.0,0.0,No. of papers: 1
2022- 01-01,Dong Qian,3.0,528.0,93.0,149.0,928.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 1
2022- 01-01,Dong Yu,4.0,425.3333333333333,315.0,552.6666666666666,100.0,3.0,1.0,3.0,1.0,0.0,No. of papers: 3
2022- 01-01,Dong Zhang,4.0,494.0,380.0,265.0,108.0,3.5,3.0,3.0,1.0,0.0,No. of papers: 1
2022- 01-01,Dong Zhou,4.0,515.0,145.0,1174.0,258.0,2.0,2.0,3.0,2.0,0.0,No. of papers: 1
2022- 01-01,Dong-Jin Kim,2.6666666666666665,341.0,205.0,1151.6666666666667,1.0,2.6666666666666665,3.0,3.0,2.3333333333333335,0.0,No. of papers: 3
2022- 01-01,Donghan Yu,3.6666666666666665,182.0,237.0,711.3333333333334,350.6666666666667,2.3333333333333335,1.0,3.0,1.0,0.0,No. of papers: 3
2022- 01-01,Dongkyu Lee,3.3333333333333335,284.3333333333333,303.0,464.0,86.0,3.3333333333333335,1.0,1.6666666666666667,1.0,0.0,No. of papers: 3
2022- 01-01,Dongning Rao,4.0,475.0,48.0,185.0,1915.0,2.0,2.0,1.0,1.0,0.0,No. of papers: 1
2022- 01-01,Dongyan Zhao,4.0,780.0,374.5,991.0,569.5,2.25,2.0,2.0,1.0,0.0,No. of papers: 2
2022- 01-01,Dongyu Ru,3.0,439.0,246.33333333333334,458.3333333333333,632.0,3.0,1.0,2.3333333333333335,1.0,0.0,No. of papers: 3
2022- 01-01,Dongyub Lee,4.0,213.75,272.75,479.75,365.25,3.125,1.75,2.5,1.0,0.0,No. of papers: 4
2022- 01-01,Dorothee Beermann,4.333333333333333,409.3333333333333,740.0,2651.0,1424.0,3.3333333333333335,2.3333333333333335,1.0,1.6666666666666667,0.0,No. of papers: 3
2022- 01-01,Doug Downey,3.6666666666666665,312.3333333333333,168.66666666666666,1675.6666666666667,519.3333333333334,1.6666666666666667,1.0,1.6666666666666667,1.0,0.0,No. of papers: 3
2022- 01-01,Duygu Ataman,4.5,353.5,146.5,801.0,1480.5,2.0,2.5,1.5,1.0,0.0,No. of papers: 2
2022- 01-01,Dzmitry Bahdanau,3.5,1077.5,169.25,1233.25,520.5,2.25,1.5,1.5,1.0,0.0,No. of papers: 4
2022- 01-01,EKIN AKYUREK,4.0,481.5,716.5,2253.5,573.0,2.75,2.5,3.5,1.0,0.0,No. of papers: 2
2022- 01-01,EMERSON PARAISO,3.0,206.0,103.0,131.0,684.0,3.0,1.0,2.0,1.0,0.0,No. of papers: 1
2022- 01-01,Ebrahim Bagheri,4.0,850.0,694.0,2775.0,5.0,1.5,1.0,1.0,1.0,0.0,No. of papers: 1
2022- 01-01,Eda Okur,3.6666666666666665,1463.6666666666667,1592.3333333333333,2147.0,11060.0,3.1666666666666665,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,No. of papers: 3
2022- 01-01,Edward Stabler,2.5,993.0,423.0,1507.0,127.0,2.5,2.0,2.0,2.5,0.0,No. of papers: 2
2022- 01-01,Edwin Simpson,3.6666666666666665,528.0,819.6666666666666,1227.0,817.3333333333334,3.5,2.0,3.6666666666666665,1.0,0.0,No. of papers: 3
2022- 01-01,Ehsan Qasemi,4.0,3203.0,101.75,113.25,214.75,2.125,2.25,1.5,1.0,0.0,No. of papers: 4
2022- 01-01,Ehsan Shareghi,3.0,317.3333333333333,87.33333333333333,763.6666666666666,130.66666666666666,3.0,1.0,1.6666666666666667,1.0,0.0,No. of papers: 3
2022- 01-01,Eiji Aramaki,3.0,354.5,199.0,198.5,264.5,3.5,4.0,2.5,3.0,0.0,No. of papers: 2
2022- 01-01,Eleftherios Avramidis,1.0,512.0,123.0,788.0,1728.0,2.0,4.0,4.0,4.0,0.0,No. of papers: 1
2022- 01-01,Elena Kochkina,4.0,346.0,371.6666666666667,1590.3333333333333,1130.3333333333333,3.0,2.6666666666666665,2.6666666666666665,1.0,0.0,No. of papers: 3
2022- 01-01,Elena Mikhalkova,4.25,647.0,415.0,674.25,265.25,3.625,2.5,1.0,1.0,0.0,No. of papers: 4
2022- 01-01,Elena Voita,5.0,654.0,355.0,4014.0,38.0,2.0,3.0,3.0,1.0,0.0,No. of papers: 1
2022- 01-01,Eleni Miltsakaki,4.0,439.3333333333333,206.66666666666666,959.6666666666666,219.66666666666666,3.1666666666666665,1.6666666666666667,1.6666666666666667,1.0,0.0,No. of papers: 3
2022- 01-01,Elias Stengel-Eskin,4.5,950.75,350.75,2251.5,585.75,2.125,2.0,1.5,1.0,0.0,No. of papers: 4
2022- 01-01,Elisa Ferracane,3.6666666666666665,1142.6666666666667,635.0,825.0,1153.0,3.1666666666666665,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,No. of papers: 3
2022- 01-01,Elisa Kreiss,3.6666666666666665,469.0,374.6666666666667,1174.6666666666667,494.6666666666667,3.1666666666666665,1.6666666666666667,2.6666666666666665,1.0,0.0,No. of papers: 3
2022- 01-01,Elizabeth Clark,2.5,458.5,479.5,776.5,1144.5,3.0,2.0,3.0,1.0,0.0,No. of papers: 2
2022- 01-01,Ella Rabinovich,3.0,1050.0,228.0,122.0,697.0,3.5,4.0,1.0,1.0,0.0,No. of papers: 1
2022- 01-01,Ellie Pavlick,3.6666666666666665,1092.0,64.33333333333333,762.0,637.6666666666666,2.5,1.0,1.3333333333333333,1.0,0.0,No. of papers: 3
2022- 01-01,Elliot Schumacher,3.3333333333333335,1758.0,749.6666666666666,1047.3333333333333,209.66666666666666,3.1666666666666665,1.3333333333333333,1.6666666666666667,1.0,0.0,No. of papers: 3
2022- 01-01,Elliott Ash,3.6666666666666665,692.6666666666666,401.3333333333333,1021.6666666666666,970.3333333333334,2.5,3.6666666666666665,3.6666666666666665,1.0,0.0,No. of papers: 3
2022- 01-01,Emaad Manzoor,3.3333333333333335,1374.0,679.0,3753.6666666666665,633.3333333333334,2.0,1.0,1.0,1.0,0.0,No. of papers: 3
2022- 01-01,Emanuela Boros,4.5,787.5,330.0,1322.5,865.0,2.0,1.0,3.5,1.0,0.0,No. of papers: 2
2022- 01-01,Emanuele Bugliarello,3.5,544.0,334.0,84.0,4.5,3.5,1.0,2.5,1.0,0.0,No. of papers: 2
2022- 01-01,Emiel Miltenburg,4.5,534.5,626.5,2225.0,1935.5,2.5,2.5,2.5,1.0,0.0,No. of papers: 2
2022- 01-01,Emilia Apostolova,3.5,433.25,120.5,359.25,815.0,2.875,1.75,1.0,1.0,0.0,No. of papers: 4
2022- 01-01,Emily Allaway,3.3333333333333335,905.6666666666666,380.0,1336.3333333333333,560.6666666666666,3.0,1.0,1.6666666666666667,1.0,0.0,No. of papers: 3
2022- 01-01,Emily Dinan,3.4,1456.8,727.2,844.2,525.2,2.4,1.4,1.4,1.0,0.0,No. of papers: 5
2022- 01-01,Emily Sheng,3.5,376.5,225.5,1194.0,1241.5,3.0,2.5,1.0,2.0,0.0,No. of papers: 2
2022- 01-01,Emmanouil Fergadiotis,3.6666666666666665,1697.3333333333333,1008.6666666666666,1248.6666666666667,267.6666666666667,3.0,1.0,4.0,1.0,0.0,No. of papers: 3
2022- 01-01,Emmanuele Chersoni,3.0,1763.5,216.5,312.0,158.5,3.0,2.5,2.5,1.0,0.0,No. of papers: 2
2022- 01-01,Enrica Troiano,4.0,835.0,246.66666666666666,1203.0,2982.3333333333335,1.8333333333333333,3.0,2.3333333333333335,1.0,0.0,No. of papers: 3
2022- 01-01,Eric Bell,4.0,316.0,446.0,1186.0,294.0,2.0,2.0,2.0,1.0,0.0,No. of papers: 1
2022- 01-01,Eric Fosler-Lussier,4.333333333333333,258.3333333333333,241.33333333333334,1188.6666666666667,411.0,1.3333333333333333,1.0,1.0,1.0,0.0,No. of papers: 3
2022- 01-01,Eric Malmi,4.0,2135.0,262.0,264.0,343.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 1
2022- 01-01,Erik Cambria,5.0,71.5,121.0,343.0,474.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 2
2022- 01-01,Erik Sang,3.5,491.5,254.5,668.5,249.0,2.25,2.5,1.0,1.0,0.0,No. of papers: 2
2022- 01-01,Erion Çano,3.6666666666666665,439.6666666666667,337.0,241.66666666666666,83.33333333333333,3.8333333333333335,2.6666666666666665,2.6666666666666665,1.0,0.0,No. of papers: 3
2022- 01-01,Ernest Davis,3.3333333333333335,313.3333333333333,105.33333333333333,2256.6666666666665,1063.3333333333333,1.5,2.3333333333333335,2.3333333333333335,1.0,0.0,No. of papers: 3
2022- 01-01,Estevam Hruschka,5.0,584.3333333333334,809.6666666666666,1338.6666666666667,551.3333333333334,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.0,0.0,No. of papers: 3
2022- 01-01,Ethan Chi,3.3333333333333335,490.0,294.0,948.3333333333334,391.6666666666667,2.8333333333333335,1.0,3.6666666666666665,2.3333333333333335,0.0,No. of papers: 3
2022- 01-01,Eunjeong Park,3.0,637.0,138.0,282.3333333333333,252.0,2.6666666666666665,2.6666666666666665,2.0,1.0,0.0,No. of papers: 3
2022- 01-01,Eva Martínez Garcia,3.5,428.0,362.5,1216.5,1732.0,2.75,1.0,3.0,1.0,0.0,No. of papers: 2
2022- 01-01,Evangelos Kanoulas,4.0,1003.0,548.0,118.0,18.0,4.0,1.0,4.0,1.0,0.0,No. of papers: 1
2022- 01-01,Evgeniia Tokarchuk,3.0,559.5,245.5,202.0,943.0,3.75,1.0,3.0,1.0,0.0,No. of papers: 2
2022- 01-01,Evgeny Matusov,4.5,443.0,251.0,944.0,759.0,3.25,1.0,1.0,2.0,0.0,No. of papers: 2
2022- 01-01,Eyal Ben-David,3.5,860.5,421.5,915.0,292.5,3.5,1.0,3.0,4.0,0.0,No. of papers: 2
2022- 01-01,Eyal Shnarch,5.0,1176.0,1374.0,6582.0,2.0,2.5,1.0,4.0,1.0,0.0,No. of papers: 1
2022- 01-01,Fabien Cromieres,4.0,1633.75,473.25,1710.5,677.0,2.75,2.0,1.0,1.0,0.0,No. of papers: 4
2022- 01-01,Fabio Tamburini,3.6666666666666665,643.6666666666666,189.0,1194.6666666666667,385.0,2.8333333333333335,2.3333333333333335,2.3333333333333335,1.0,0.0,No. of papers: 3
2022- 01-01,Fabrizio Silvestri,1.0,790.0,306.0,701.0,998.0,2.5,1.0,4.0,1.0,0.0,No. of papers: 1
2022- 01-01,Faeze Brahman,4.0,1013.6666666666666,343.0,441.3333333333333,3010.3333333333335,2.8333333333333335,2.0,2.6666666666666665,1.0,0.0,No. of papers: 3
2022- 01-01,Faisal Ladhak,4.0,369.0,153.0,1075.0,332.0,1.5,1.0,3.0,1.0,0.0,No. of papers: 1
2022- 01-01,Fan Bai,4.0,613.0,94.0,1794.0,280.0,2.5,1.0,2.5,1.0,0.0,No. of papers: 2
2022- 01-01,Fan Yang,3.0,585.5,176.5,483.0,237.0,2.75,2.0,2.0,2.5,0.0,No. of papers: 2
2022- 01-01,Fan Yin,3.5,538.5,376.5,1261.0,548.0,2.75,2.0,2.0,1.0,0.0,No. of papers: 2
2022- 01-01,Fanchao Qi,4.0,246.66666666666666,266.6666666666667,1542.6666666666667,114.33333333333333,2.0,4.0,4.0,1.0,0.0,No. of papers: 3
2022- 01-01,Fangyu Liu,3.0,616.0,300.0,439.5,269.5,3.5,1.0,4.0,2.5,0.0,No. of papers: 2
2022- 01-01,Fangyuan Xu,4.0,902.0,672.0,2031.0,1083.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2022- 01-01,Fangzhao Wu,3.5,355.75,124.0,563.75,80.75,2.125,1.0,1.0,1.0,0.0,No. of papers: 4
2022- 01-01,Fangzhou Zhai,4.0,1993.0,115.0,306.3333333333333,206.0,2.8333333333333335,1.0,1.0,1.0,0.0,No. of papers: 3
2022- 01-01,Farhad Nooralahzadeh,3.0,1094.0,209.0,1324.0,239.0,3.0,3.0,3.0,1.0,0.0,No. of papers: 1
2022- 01-01,Fatiha Sadat,3.0,363.0,647.6666666666666,486.0,8.666666666666666,1.6666666666666667,1.0,1.0,1.0,0.0,No. of papers: 3
2022- 01-01,Federico Ruggeri,3.0,771.0,270.0,310.0,529.0,3.0,1.0,3.0,1.0,0.0,No. of papers: 1
2022- 01-01,Fei Mi,4.75,714.0,223.5,1363.0,380.0,2.75,1.75,3.5,1.0,0.0,No. of papers: 4
2022- 01-01,Fei Tan,2.0,608.0,107.0,216.0,76.0,2.0,4.0,1.0,1.0,0.0,No. of papers: 1
2022- 01-01,Fei Wang,4.0,288.5,158.5,735.0,154.0,2.25,1.0,1.0,1.0,0.0,No. of papers: 2
2022- 01-01,Fei-Tzin Lee,2.0,545.0,279.0,1103.5,282.5,3.0,1.0,1.0,2.0,0.0,No. of papers: 2
2022- 01-01,Feiliang Ren,4.0,244.33333333333334,99.0,310.0,16.166666666666668,3.4166666666666665,1.0,1.6666666666666667,1.0,0.0,No. of papers: 6
2022- 01-01,Feilong Chen,3.6666666666666665,290.3333333333333,250.0,302.3333333333333,25.333333333333332,2.6666666666666665,1.0,2.6666666666666665,1.0,0.0,No. of papers: 3
2022- 01-01,Felix Stahlberg,3.5,387.5,213.5,1197.5,135.5,2.0,1.0,2.0,1.0,0.0,No. of papers: 2
2022- 01-01,Felix Wu,3.3333333333333335,426.6666666666667,373.0,648.0,896.3333333333334,3.1666666666666665,1.0,1.0,1.0,0.0,No. of papers: 3
2022- 01-01,Feng Hou,4.0,199.0,49.666666666666664,529.3333333333334,381.0,2.0,1.3333333333333333,1.0,1.0,0.0,No. of papers: 3
2022- 01-01,Feng Nie,3.0,853.0,234.5,471.5,3.0,3.0,2.5,1.0,1.0,0.0,No. of papers: 2
2022- 01-01,Fenglin Liu,4.0,301.25,290.75,1067.75,552.25,2.375,2.5,2.5,1.0,0.0,No. of papers: 4
2022- 01-01,Fenia Christopoulou,4.0,808.3333333333334,226.0,714.3333333333334,1058.6666666666667,2.5,1.6666666666666667,1.6666666666666667,1.0,0.0,No. of papers: 3
2022- 01-01,Fernando Alva-Manchego,4.0,988.0,631.5,1268.0,2657.5,3.25,1.0,1.0,1.0,0.0,No. of papers: 2
2022- 01-01,Filip Ilievski,4.0,421.0,456.3333333333333,1783.6666666666667,147.33333333333334,2.6666666666666665,1.0,1.3333333333333333,1.0,0.0,No. of papers: 3
2022- 01-01,Florian Kreyssig,3.6666666666666665,413.0,416.3333333333333,1465.6666666666667,837.6666666666666,2.6666666666666665,2.3333333333333335,2.0,1.0,0.0,No. of papers: 3
2022- 01-01,Florian Kunneman,4.2,659.0,278.2,827.6,223.0,2.7,3.4,2.6,1.0,0.0,No. of papers: 5
2022- 01-01,Francis Ferraro,4.0,787.3333333333334,172.0,1217.6666666666667,784.0,2.6666666666666665,2.0,2.0,1.0,0.0,No. of papers: 3
2022- 01-01,Francis Tyers,4.0,232.0,171.0,462.5,556.5,2.25,1.0,1.0,1.0,0.0,No. of papers: 2
2022- 01-01,Francisco Chiyah-Garcia,2.0,724.0,319.0,2055.0,1722.0,3.0,1.0,3.0,1.0,0.0,No. of papers: 1
2022- 01-01,Frank Mtumbuka,5.0,584.0,278.5,21.0,731.5,3.25,3.0,2.0,1.0,0.0,No. of papers: 2
2022- 01-01,Frank Rudzicz,3.3333333333333335,707.3333333333334,333.0,1279.3333333333333,1125.3333333333333,2.6666666666666665,2.0,2.0,1.0,0.0,No. of papers: 3
2022- 01-01,Frank Schilder,4.0,290.3333333333333,152.33333333333334,665.3333333333334,221.66666666666666,2.8333333333333335,3.0,2.0,1.0,0.0,No. of papers: 3
2022- 01-01,Frank Xu,2.0,674.5,450.5,410.5,3.0,3.75,3.5,4.5,1.0,0.0,No. of papers: 2
2022- 01-01,Freda Shi,3.3333333333333335,217.0,163.0,670.0,1090.3333333333333,2.8333333333333335,1.0,1.6666666666666667,1.0,0.0,No. of papers: 3
2022- 01-01,Fuzhen Zhuang,4.0,570.3333333333334,216.66666666666666,959.3333333333334,578.0,1.6666666666666667,1.0,1.0,1.0,0.0,No. of papers: 3
2022- 01-01,Gabor Angeli,4.0,658.5,351.5,1326.0,661.5,2.75,1.0,1.0,1.0,0.0,No. of papers: 2
2022- 01-01,Gabriel Ilharco,3.0,905.0,428.0,406.0,1.0,3.0,4.0,1.0,1.0,0.0,No. of papers: 1
2022- 01-01,Gabriele Pergola,4.0,503.0,220.5,1671.0,693.5,2.5,2.5,2.0,2.5,0.0,No. of papers: 2
2022- 01-01,Gabriella Lapesa,4.0,579.3333333333334,321.3333333333333,1031.6666666666667,724.6666666666666,2.5,1.6666666666666667,2.6666666666666665,1.6666666666666667,0.0,No. of papers: 3
2022- 01-01,Gaku Morio,3.25,762.5,298.75,1267.0,186.75,2.125,3.0,2.75,1.0,0.0,No. of papers: 4
2022- 01-01,Garrett Nicolai,4.0,400.6666666666667,462.0,513.6666666666666,847.6666666666666,3.1666666666666665,2.6666666666666665,2.3333333333333335,1.6666666666666667,0.0,No. of papers: 3
2022- 01-01,Gaurav Sahu,3.6666666666666665,770.6666666666666,259.0,253.33333333333334,133.33333333333334,2.6666666666666665,1.0,1.3333333333333333,1.0,0.0,No. of papers: 3
2022- 01-01,Gaurav Verma,4.0,937.0,30.0,30.0,2.0,4.0,4.0,2.0,1.0,0.0,No. of papers: 1
2022- 01-01,Gaël Dias,4.0,374.5,147.5,633.0,476.0,2.25,2.0,2.5,1.0,0.0,No. of papers: 2
2022- 01-01,Gaël de Chalendar,4.333333333333333,508.6666666666667,180.33333333333334,1076.6666666666667,239.33333333333334,3.6666666666666665,3.0,1.0,1.0,0.0,No. of papers: 3
2022- 01-01,Ge Gao,4.0,298.0,203.0,678.6666666666666,87.0,2.0,1.6666666666666667,1.0,1.0,0.0,No. of papers: 3
2022- 01-01,Geetanjali Rakshit,3.25,675.25,252.5,450.25,604.0,2.5,2.5,2.5,1.0,0.0,No. of papers: 4
2022- 01-01,Gemma Bel-Enguix,3.0,3075.0,467.0,928.0,310.0,3.0,4.0,4.0,3.0,0.0,No. of papers: 1
2022- 01-01,Gene Kim,3.5,934.0,420.5,1260.0,652.0,3.5,2.5,1.0,1.0,0.0,No. of papers: 2
2022- 01-01,Genta Winata,4.333333333333333,536.3333333333334,233.66666666666666,338.0,662.3333333333334,3.0,1.0,2.0,1.0,0.0,No. of papers: 3
2022- 01-01,George Michalopoulos,3.3333333333333335,477.3333333333333,528.0,1154.6666666666667,523.3333333333334,2.1666666666666665,2.0,3.0,1.0,0.0,No. of papers: 3
2022- 01-01,Georgi Karadzhov,2.6666666666666665,474.0,433.0,1071.0,878.6666666666666,2.8333333333333335,3.3333333333333335,1.0,1.0,0.0,No. of papers: 3
2022- 01-01,Georgios Alexandridis,4.0,393.0,102.0,231.0,4.0,1.5,1.0,1.0,1.0,0.0,No. of papers: 1
2022- 01-01,Georgios Paraskevopoulos,3.6666666666666665,612.3333333333334,482.0,2205.6666666666665,516.6666666666666,2.3333333333333335,1.0,1.0,1.0,0.0,No. of papers: 3
2022- 01-01,Gerasimos Lampouras,4.0,889.0,336.3333333333333,734.6666666666666,840.3333333333334,2.5,1.0,3.0,1.0,0.0,No. of papers: 3
2022- 01-01,German Rigau,3.5,368.5,146.0,219.0,532.5,2.5,2.5,3.5,1.0,0.0,No. of papers: 2
2022- 01-01,Germàn Kruszewski,3.6666666666666665,925.3333333333334,281.0,691.0,636.0,4.0,4.333333333333333,1.6666666666666667,1.0,0.0,No. of papers: 3
2022- 01-01,Giannis Bekoulis,4.0,150.0,63.0,2081.0,151.0,2.0,1.0,1.0,1.0,0.0,No. of papers: 1
2022- 01-01,Giannis Nikolentzos,3.6666666666666665,593.0,479.0,1326.3333333333333,804.6666666666666,1.6666666666666667,2.0,2.6666666666666665,1.0,0.0,No. of papers: 3
2022- 01-01,Gilbert Lim,4.0,519.0,93.0,119.0,3166.0,1.5,1.0,1.0,1.0,0.0,No. of papers: 1
2022- 01-01,Gilchan Park,3.0,137.0,198.0,550.0,357.0,4.0,5.0,3.0,1.0,0.0,No. of papers: 1
2022- 01-01,Gina-Anne Levow,3.0,561.0,368.0,985.0,523.0,2.25,2.0,2.0,1.0,0.0,No. of papers: 2
2022- 01-01,Giorgio Satta,3.0,163.0,22.0,65.0,167.0,3.5,1.0,3.0,1.0,0.0,No. of papers: 1
2022- 01-01,Giovanni Campagna,3.5,520.0,395.0,570.0,4.0,2.5,2.5,1.5,1.0,0.0,No. of papers: 2
2022- 01-01,Giovanni Da San Martino,4.0,461.0,65.0,134.0,1542.0,2.0,1.0,4.0,1.0,0.0,No. of papers: 1
2022- 01-01,Giuseppe Attanasio,4.0,915.0,474.0,1579.0,583.0,2.0,1.0,3.0,1.0,0.0,No. of papers: 1
2022- 01-01,Giuseppe Castellucci,4.333333333333333,401.6666666666667,246.66666666666666,730.0,678.3333333333334,2.8333333333333335,2.3333333333333335,2.0,1.0,0.0,No. of papers: 3
2022- 01-01,Go Inoue,4.0,629.0,381.0,498.0,944.0,4.0,3.0,4.0,3.0,0.0,No. of papers: 1
2022- 01-01,Gorjan Radevski,4.0,2282.0,732.0,901.0,430.0,3.0,1.0,4.0,1.0,0.0,No. of papers: 1
2022- 01-01,Graham Neubig,3.4,328.6,330.4,1601.6,204.8,2.8,1.2,1.8,1.0,0.0,No. of papers: 5
2022- 01-01,Greg Hanneman,4.0,1405.5,981.0,966.5,1473.0,3.25,2.0,3.0,1.0,0.0,No. of papers: 2
2022- 01-01,Guan-Ting Lin,4.0,711.0,700.0,842.0,1388.0,3.0,1.0,1.0,1.0,0.0,No. of papers: 1
2022- 01-01,Guangrun Wang,5.0,475.0,786.0,962.0,257.0,3.0,1.0,3.0,1.0,0.0,No. of papers: 1
2022- 01-01,Guangyong Chen,2.0,321.0,165.33333333333334,820.0,33.333333333333336,2.5,1.0,1.0,1.0,0.0,No. of papers: 3
2022- 01-01,Guangyou Zhou,3.0,294.0,96.0,756.6666666666666,738.0,2.5,1.6666666666666667,1.0,1.0,0.0,No. of papers: 3
2022- 01-01,Guanhua Chen,4.0,467.0,192.0,1209.0,338.0,2.5,1.0,3.0,1.0,0.0,No. of papers: 1
2022- 01-01,Guanhua Zhang,3.8,543.0,203.0,999.2,80.8,2.0,2.0,1.0,1.6,0.0,No. of papers: 5
2022- 01-01,Guanyi Chen,3.75,376.5,161.25,1313.5,229.25,2.375,1.0,1.0,1.0,0.0,No. of papers: 4
2022- 01-01,Guglielmo Faggioli,3.5,208.5,210.5,556.5,147.0,2.5,2.0,3.0,1.0,0.0,No. of papers: 2
2022- 01-01,Guillaume Wisniewski,4.0,772.75,310.5,755.5,114.75,2.0,1.0,1.5,1.0,0.0,No. of papers: 4
2022- 01-01,Gullal Singh Cheema,3.6666666666666665,486.0,349.3333333333333,937.3333333333334,815.3333333333334,3.6666666666666665,1.6666666666666667,3.0,1.0,0.0,No. of papers: 3
2022- 01-01,Gunhee Kim,3.3333333333333335,370.0,332.3333333333333,1345.3333333333333,31.0,2.3333333333333335,2.0,3.0,1.0,0.0,No. of papers: 3
2022- 01-01,Guodong Long,4.0,641.0,367.25,815.5,129.5,2.625,1.0,1.0,1.0,0.0,No. of papers: 4
2022- 01-01,Guohong Fu,3.6666666666666665,827.6666666666666,340.3333333333333,343.3333333333333,280.6666666666667,2.8333333333333335,1.0,1.6666666666666667,1.0,0.0,No. of papers: 3
2022- 01-01,Guokan Shang,3.25,930.5,415.5,1071.75,213.0,3.125,1.5,1.5,1.75,0.0,No. of papers: 4
2022- 01-01,Guoxin Wang,3.6666666666666665,420.6666666666667,511.6666666666667,939.6666666666666,556.0,2.5,1.6666666666666667,2.3333333333333335,1.0,0.0,No. of papers: 3
2022- 01-01,Guoyin Wang,3.0,498.0,346.5,543.0,65.5,2.5,1.0,2.5,1.0,0.0,No. of papers: 2
2022- 01-01,Gustavo de Rosa,3.5,551.0,428.5,592.5,124.5,3.5,2.5,2.5,1.0,0.0,No. of papers: 2
2022- 01-01,Guy Aglionby,4.25,1408.25,702.5,1632.0,2035.75,2.375,2.5,3.0,1.0,0.0,No. of papers: 4
2022- 01-01,Guy Emerson,4.2,4416.6,115.0,111.4,462.2,2.4,1.6,1.4,1.6,0.0,No. of papers: 5
2022- 01-01,Guy Lapalme,3.0,150.33333333333334,503.3333333333333,364.0,105.33333333333333,4.0,2.6666666666666665,2.6666666666666665,1.6666666666666667,0.0,No. of papers: 3
2022- 01-01,Guy Lev,3.3333333333333335,539.6666666666666,406.6666666666667,642.3333333333334,501.6666666666667,3.1666666666666665,2.6666666666666665,1.6666666666666667,1.0,0.0,No. of papers: 3
2022- 01-01,Gyuwan Kim,3.5,165.5,161.5,443.5,551.0,2.5,1.0,3.5,1.0,0.0,No. of papers: 2
2022- 01-01,Gábor Berend,4.0,1172.25,219.0,298.25,1047.0,2.875,1.0,1.5,1.0,0.0,No. of papers: 4
2022- 01-01,Gözde Şahin,4.0,791.5,221.0,479.5,876.0,3.5,1.0,3.0,2.0,0.0,No. of papers: 2
2022- 01-01,Günter Neumann,3.0,569.3333333333334,113.33333333333333,721.3333333333334,9.0,2.0,1.0,1.3333333333333333,1.3333333333333333,0.0,No. of papers: 3
2022- 01-01,Hagai Taitelbaum,3.0,839.0,180.0,849.0,1629.0,3.5,3.0,4.0,1.0,0.0,No. of papers: 1
2022- 01-01,Hai Wang,3.75,437.25,177.0,117.25,241.75,3.25,1.75,1.0,1.0,0.0,No. of papers: 4
2022- 01-01,Haibo Ding,4.0,650.6666666666666,245.66666666666666,278.6666666666667,196.66666666666666,3.3333333333333335,3.0,3.0,1.0,0.0,No. of papers: 3
2022- 01-01,Haibo Zhang,3.5,505.5,245.5,169.0,4.5,3.0,1.0,1.0,1.5,0.0,No. of papers: 2
2022- 01-01,Hailong Jin,2.6666666666666665,435.3333333333333,515.6666666666666,680.3333333333334,388.6666666666667,3.0,1.0,1.0,1.0,0.0,No. of papers: 3
2022- 01-01,Haiqin Yang,4.0,524.0,475.3333333333333,1378.3333333333333,1386.6666666666667,2.3333333333333335,1.0,1.0,1.0,0.0,No. of papers: 3
2022- 01-01,Haitao Mi,3.25,471.5,155.25,568.75,383.0,3.0,1.0,1.25,1.0,0.0,No. of papers: 4
2022- 01-01,Hamada Zahera,3.75,481.75,488.25,870.0,619.5,2.125,2.25,1.25,1.0,0.0,No. of papers: 4
2022- 01-01,Hamdy Mubarak,4.0,314.0,116.0,152.0,687.0,2.5,1.0,3.0,3.0,0.0,No. of papers: 1
2022- 01-01,Hamed Zamani,3.5,172.25,140.75,350.25,144.0,3.375,1.0,1.5,1.0,0.0,No. of papers: 4
2022- 01-01,Han Cai,3.3333333333333335,275.0,130.0,522.3333333333334,82.66666666666667,1.8333333333333333,1.0,1.0,2.0,0.0,No. of papers: 3
2022- 01-01,Han Liu,3.6666666666666665,501.0,170.33333333333334,450.6666666666667,239.33333333333334,2.5,2.6666666666666665,2.3333333333333335,1.0,0.0,No. of papers: 3
